index,keep_incomplete_data,normalize_data,standardize_data,full_one_hot,polynomial_degree,reg_fit_intercept,lasso_alpha,ridge_alpha,ridge_solver,el_net_alpha,el_net_l1_ratio,knr_n_neighbors,knr_weights,knr_p,linear_regression_mse,lasso_mse,ridge_mse,elastic_net_mse,knr_mse
284,False,False,True,True,4,False,1.0,1.0,auto,1.0,0.5,5,distance,1,2.8402122623772708e+20,572.4505101375147,572.1809640356272,572.4262764572617,0.9776892180258556
285,False,False,True,True,4,False,1.0,1.0,auto,1.0,0.5,5,distance,2,6.891629993379703e+22,570.4465820044759,572.2913870502383,570.4465820044759,0.987778551514481
286,False,False,True,True,4,False,1.0,1.0,auto,1.0,0.5,10,uniform,1,7.282656828555225e+23,569.3177566644313,569.5693144622319,569.3177566644313,0.9019140142170236
287,False,False,True,True,4,False,1.0,1.0,auto,1.0,0.5,10,uniform,2,603791344274278.9,570.738829484063,571.6448722943583,570.738829484063,0.8599154711319688
288,False,False,True,True,4,False,1.0,1.0,auto,1.0,0.5,10,distance,1,3.703564102300376e+22,571.0906395588186,572.6213164570356,570.9745076251056,0.9309812105557128
289,False,False,True,True,4,False,1.0,1.0,auto,1.0,0.5,10,distance,2,6.710092067241182e+21,572.0521197331469,569.2239011727693,572.0009268702148,0.8828764201123812
290,False,False,True,True,4,False,1.0,1.0,auto,1.0,0.5,15,uniform,1,1.2618431525235434e+21,570.5919372215452,573.4117608219824,570.5919372215452,0.8972052404813905
291,False,False,True,True,4,False,1.0,1.0,auto,1.0,0.5,15,uniform,2,8.28303480512119e+20,571.2005018574749,569.8119298782864,571.2005018574749,0.9109798705177186
292,False,False,True,True,4,False,1.0,1.0,auto,1.0,0.5,15,distance,1,2.3530278121539928e+23,569.1069311234712,571.9811335358668,569.1069311234712,0.8272425659604445
293,False,False,True,True,4,False,1.0,1.0,auto,1.0,0.5,15,distance,2,9.326657109172306e+19,570.6286846104939,571.1711291720808,570.5774844618293,0.8520753277014649
294,False,False,True,True,5,True,1.0,1.0,auto,1.0,0.5,5,uniform,1,1.74787625976468e+22,570.4207805726678,577.5994845799996,570.463653478087,0.938621849767307
295,False,False,True,True,5,True,1.0,1.0,auto,1.0,0.5,5,uniform,2,3.82629416579541e+21,570.3537771597444,577.6425997951549,570.3510211185103,0.890166591719861
296,False,False,True,True,5,True,1.0,1.0,auto,1.0,0.5,5,distance,1,1.517550829683163e+21,570.2448107060047,574.2877868668695,570.1275653159416,0.8830404447942726
297,False,False,True,True,5,True,1.0,1.0,auto,1.0,0.5,5,distance,2,1.2724587606667931e+22,570.3984350529379,567.8414976982164,570.4543466275188,0.9589524835487748
298,False,False,True,True,5,True,1.0,1.0,auto,1.0,0.5,10,uniform,1,2.456485352333733e+21,570.3630587177772,573.7243816701504,570.3534238664486,0.8784368610178692
299,False,False,True,True,5,True,1.0,1.0,auto,1.0,0.5,10,uniform,2,3.3328628732086163e+17,570.3263517766555,569.6888734502606,570.2674069469188,0.9178173458230166
300,False,False,True,True,5,True,1.0,1.0,auto,1.0,0.5,10,distance,1,9.397841346208616e+22,570.4385568646269,570.1552967999796,570.4817790134002,0.8509206022032929
301,False,False,True,True,5,True,1.0,1.0,auto,1.0,0.5,10,distance,2,3.793323617608807e+22,570.4003069852498,572.0320584212958,570.4507139906432,0.9516968491226816
302,False,False,True,True,5,True,1.0,1.0,auto,1.0,0.5,15,uniform,1,5.6000582769658456e+20,570.3311924362331,573.5240068873999,570.2497249513835,0.852868100102327
303,False,False,True,True,5,True,1.0,1.0,auto,1.0,0.5,15,uniform,2,3.01464154733854e+21,570.4100655644711,570.4839653843875,570.3389012619351,0.8695976783431059
304,False,False,True,True,5,True,1.0,1.0,auto,1.0,0.5,15,distance,1,6.016336247838997e+22,570.363232387573,571.2302795364027,570.4359948172173,0.8519468689408644
305,False,False,True,True,5,True,1.0,1.0,auto,1.0,0.5,15,distance,2,3.7550740707248397e+21,570.3817332581586,574.7361544468108,570.3786437565208,0.921380465249667
306,False,False,True,True,5,False,1.0,1.0,auto,1.0,0.5,5,uniform,1,9.445171098178371e+21,569.9207125621767,575.8585078098843,569.8261295833793,0.9063030683524366
307,False,False,True,True,5,False,1.0,1.0,auto,1.0,0.5,5,uniform,2,2.6079159378668557e+22,570.6713186147715,578.504377163076,570.5699112050893,0.9764950738262204
308,False,False,True,True,5,False,1.0,1.0,auto,1.0,0.5,5,distance,1,4.758991795143899e+22,569.4046643164914,572.9386914374628,569.2135439590174,0.8991815712562274
309,False,False,True,True,5,False,1.0,1.0,auto,1.0,0.5,5,distance,2,1.7075455376184396e+21,570.2091710608805,575.3309863763383,570.1252058831252,0.9688543375956796
310,False,False,True,True,5,False,1.0,1.0,auto,1.0,0.5,10,uniform,1,7.874462057033166e+21,570.3311637510183,570.2272784109555,570.2226800881817,0.9096483874728064
311,False,False,True,True,5,False,1.0,1.0,auto,1.0,0.5,10,uniform,2,6.516026456980126e+20,569.730313696062,574.0757406231777,569.5555174915553,0.915531130172014
312,False,False,True,True,5,False,1.0,1.0,auto,1.0,0.5,10,distance,1,1.2425355159411966e+23,568.4799018869322,581.4143682894985,568.498877617423,0.8823899323231877
313,False,False,True,True,5,False,1.0,1.0,auto,1.0,0.5,10,distance,2,2.8880710668235744e+21,569.6529938522588,578.3017161628891,569.4770735188861,0.9072334935506892
314,False,False,True,True,5,False,1.0,1.0,auto,1.0,0.5,15,uniform,1,9.831084112642384e+21,570.109194502896,577.3849880634625,570.1023633530692,0.8659709939736274
315,False,False,True,True,5,False,1.0,1.0,auto,1.0,0.5,15,uniform,2,7.060579257441893e+21,571.8174930436793,571.766215970884,571.6610696657565,0.8610276089881761
316,False,False,True,True,5,False,1.0,1.0,auto,1.0,0.5,15,distance,1,1.318316721811402e+21,570.6591633282462,580.3921430595757,570.5161964236733,0.8824818457902521
317,False,False,True,True,5,False,1.0,1.0,auto,1.0,0.5,15,distance,2,6.197900705637004e+21,569.3703442504997,577.018910473516,569.0869398515742,0.8290527275214119
318,False,True,True,False,1,True,1.0,1.0,auto,1.0,0.5,5,uniform,1,1.2688182017831209,1.5049964036343455,1.3344481115478612,1.5049964036343455,1.1391162336117957
319,False,True,True,False,1,True,1.0,1.0,auto,1.0,0.5,5,uniform,2,1.1973097988438064,1.4089479500772155,1.2381398266890309,1.4089479500772155,1.2459298270230308
320,False,True,True,False,1,True,1.0,1.0,auto,1.0,0.5,5,distance,1,1.20548731191101,1.4550478031047331,1.26952805296157,1.4550478031047331,1.2892143552080122
321,False,True,True,False,1,True,1.0,1.0,auto,1.0,0.5,5,distance,2,1.132972550530299,1.3883942970153285,1.2038520214943838,1.3883942970153285,1.0780247329352666
322,False,True,True,False,1,True,1.0,1.0,auto,1.0,0.5,10,uniform,1,1.2262142343214766,1.4520874224053553,1.2847319115546565,1.4520874224053553,1.1950883359977666
323,False,True,True,False,1,True,1.0,1.0,auto,1.0,0.5,10,uniform,2,1.2359079949259928,1.4432291178537566,1.2764751958316969,1.4432291178537566,1.095389584845389
324,False,True,True,False,1,True,1.0,1.0,auto,1.0,0.5,10,distance,1,1.2381587930232123,1.4339700799073802,1.2774820103215538,1.4339700799073802,1.1443259865033757
325,False,True,True,False,1,True,1.0,1.0,auto,1.0,0.5,10,distance,2,1.2278325190116468,1.4293378631047486,1.2833271318805073,1.4293378631047486,1.1803872005718254
326,False,True,True,False,1,True,1.0,1.0,auto,1.0,0.5,15,uniform,1,1.2509457178542918,1.5128894170993334,1.2983270761884609,1.5128894170993334,1.0737436712730617
327,False,True,True,False,1,True,1.0,1.0,auto,1.0,0.5,15,uniform,2,1.2738735597703754,1.4911993324695485,1.319351738883335,1.4911993324695485,1.1259658726142299
328,False,True,True,False,1,True,1.0,1.0,auto,1.0,0.5,15,distance,1,1.2727959539312816,1.4605155655611064,1.3277262094285878,1.4605155655611064,1.1824620198888196
329,False,True,True,False,1,True,1.0,1.0,auto,1.0,0.5,15,distance,2,1.289819587784823,1.540012859210113,1.353124773930258,1.540012859210113,1.164268540074275
330,False,True,True,False,1,False,1.0,1.0,auto,1.0,0.5,5,uniform,1,1.258846674457001,182.26158055056985,1.3063966855345148,182.26158055056985,1.1964975916412814
331,False,True,True,False,1,False,1.0,1.0,auto,1.0,0.5,5,uniform,2,1.2462707145832248,182.23164673617768,1.3149597853248092,182.23164673617768,1.2185834656554908
332,False,True,True,False,1,False,1.0,1.0,auto,1.0,0.5,5,distance,1,1.2887051201042112,181.8488293410578,1.3527484475017266,181.8488293410578,1.2757795539360506
333,False,True,True,False,1,False,1.0,1.0,auto,1.0,0.5,5,distance,2,1.2370664150577413,182.0307167556441,1.2908323498890564,182.0307167556441,1.320382142782336
334,False,True,True,False,1,False,1.0,1.0,auto,1.0,0.5,10,uniform,1,1.177595640811664,181.5197737391329,1.2490115147712415,181.5197737391329,1.112772524295824
335,False,True,True,False,1,False,1.0,1.0,auto,1.0,0.5,10,uniform,2,1.2928238950618218,183.08398835305115,1.3509073422410376,183.08398835305115,1.2320584424246266
336,False,True,True,False,1,False,1.0,1.0,auto,1.0,0.5,10,distance,1,1.2766841104029851,181.48064540578395,1.335215960690405,181.48064540578395,1.1819613146679506
337,False,True,True,False,1,False,1.0,1.0,auto,1.0,0.5,10,distance,2,1.2084776993156308,182.45446794515,1.2500284475566157,182.45446794515,1.1121971795587782
338,False,True,True,False,1,False,1.0,1.0,auto,1.0,0.5,15,uniform,1,1.2148315760196875,182.2961323713432,1.2671266742917604,182.2961323713432,1.0879173600322949
339,False,True,True,False,1,False,1.0,1.0,auto,1.0,0.5,15,uniform,2,1.2860486019658364,180.93039042551231,1.3233326688845646,180.93039042551231,1.136378314224031
340,False,True,True,False,1,False,1.0,1.0,auto,1.0,0.5,15,distance,1,1.2160220975931018,181.65935554418343,1.2782637117670979,181.65935554418343,1.1706484529555363
341,False,True,True,False,1,False,1.0,1.0,auto,1.0,0.5,15,distance,2,1.2856562989734552,181.35381017760898,1.3479753047894736,181.35381017760898,1.2251145072393708
342,False,True,True,False,2,True,1.0,1.0,auto,1.0,0.5,5,uniform,1,1.68381433688742,1.5004864582631214,1.0896030028243309,1.5004864582631214,1.1743443145241124
343,False,True,True,False,2,True,1.0,1.0,auto,1.0,0.5,5,uniform,2,1.1634247190866187,1.4131313897756184,1.0696168348161152,1.4131313897756184,1.140284341098834
344,False,True,True,False,2,True,1.0,1.0,auto,1.0,0.5,5,distance,1,1.4136974426011508,1.395167558691066,1.055900794231325,1.395167558691066,1.2056982239340086
345,False,True,True,False,2,True,1.0,1.0,auto,1.0,0.5,5,distance,2,1.0444778378015396,1.3979822476840122,1.044850782706248,1.3979822476840122,1.1811295846822043
346,False,True,True,False,2,True,1.0,1.0,auto,1.0,0.5,10,uniform,1,1.0393700145904776,1.4309350239100087,1.0134082479107118,1.4309350239100087,1.065885963266055
347,False,True,True,False,2,True,1.0,1.0,auto,1.0,0.5,10,uniform,2,1.6411538785544626,1.5099264071188423,1.1186593921956276,1.5099264071188423,1.1458424417203936
348,False,True,True,False,2,True,1.0,1.0,auto,1.0,0.5,10,distance,1,1.5197502059061816,1.5295852212515233,1.1272131097499465,1.5295852212515233,1.2139073595800929
349,False,True,True,False,2,True,1.0,1.0,auto,1.0,0.5,10,distance,2,1.7257659654630402,1.4723863757782325,1.129586892956144,1.4723863757782325,1.2612516455030292
350,False,True,True,False,2,True,1.0,1.0,auto,1.0,0.5,15,uniform,1,1.154652788257269,1.4367000138636006,1.043778173317053,1.4367000138636006,1.0633331518557465
351,False,True,True,False,2,True,1.0,1.0,auto,1.0,0.5,15,uniform,2,1.2578373927784041,1.4852003741797233,1.1240240622393964,1.4852003741797233,1.1813460595547138
352,False,True,True,False,2,True,1.0,1.0,auto,1.0,0.5,15,distance,1,8.274664266345273,1.416360640702123,1.0944232808993717,1.416360640702123,1.1189280722477275
353,False,True,True,False,2,True,1.0,1.0,auto,1.0,0.5,15,distance,2,4.338320608856926,1.4629285827759024,1.120724360242002,1.4629285827759024,1.2209506577453024
354,False,True,True,False,2,False,1.0,1.0,auto,1.0,0.5,5,uniform,1,1.08883482198465,181.20432902193338,1.073852916066771,181.20432902193338,1.1248582233055615
355,False,True,True,False,2,False,1.0,1.0,auto,1.0,0.5,5,uniform,2,1.1359926976578172,181.56583310704326,1.1184965491891914,181.56583310704326,1.2125950827763423
356,False,True,True,False,2,False,1.0,1.0,auto,1.0,0.5,5,distance,1,1.1266248994278638,182.06006251291745,1.1064054095602671,182.06006251291745,1.2525856367153978
357,False,True,True,False,2,False,1.0,1.0,auto,1.0,0.5,5,distance,2,1.1533458699133934,181.1929670880363,1.1018877174772357,181.1929670880363,1.2636571648196424
358,False,True,True,False,2,False,1.0,1.0,auto,1.0,0.5,10,uniform,1,1.096770954352048,182.9611847788593,1.100854327832144,182.9611847788593,1.095728624384517
359,False,True,True,False,2,False,1.0,1.0,auto,1.0,0.5,10,uniform,2,1.1771348005916196,182.8497925308149,1.177776894109892,182.8497925308149,1.1682292180682143
360,False,True,True,False,2,False,1.0,1.0,auto,1.0,0.5,10,distance,1,1.074957572036576,180.5002417360585,1.0593052500898041,180.5002417360585,1.1506756692058735
361,False,True,True,False,2,False,1.0,1.0,auto,1.0,0.5,10,distance,2,1.1253945389046105,180.62796362272167,1.134388685970095,180.62796362272167,1.1288356239709445
362,False,True,True,False,2,False,1.0,1.0,auto,1.0,0.5,15,uniform,1,1.0993508438177786,182.5929180732475,1.067483848205803,182.5929180732475,1.095350055787495
363,False,True,True,False,2,False,1.0,1.0,auto,1.0,0.5,15,uniform,2,1.184736195156975,181.65146165442917,1.1764011973372794,181.65146165442917,1.1594947375404132
364,False,True,True,False,2,False,1.0,1.0,auto,1.0,0.5,15,distance,1,1.154801156363868,182.2491915741021,1.126748306427142,182.2491915741021,1.1418238075782818
365,False,True,True,False,2,False,1.0,1.0,auto,1.0,0.5,15,distance,2,1.1071345339364709,181.899979439486,1.0716109298158925,181.899979439486,1.1960621263406874
366,False,True,True,False,3,True,1.0,1.0,auto,1.0,0.5,5,uniform,1,1.2807660571700097,1.3830004001840313,1.1000331968704715,1.3830004001840313,1.2159933262101714
367,False,True,True,False,3,True,1.0,1.0,auto,1.0,0.5,5,uniform,2,1.30813615391246,1.4728649474327051,1.100471994946309,1.4728649474327051,1.2598916195756469
368,False,True,True,False,3,True,1.0,1.0,auto,1.0,0.5,5,distance,1,2.754869672360383,1.4426105484291671,1.087874215616343,1.4426105484291671,1.239066651533013
369,False,True,True,False,3,True,1.0,1.0,auto,1.0,0.5,5,distance,2,1.631382342362229,1.4026198752155936,1.0818190121473183,1.4026198752155936,1.2938566475830149
370,False,True,True,False,3,True,1.0,1.0,auto,1.0,0.5,10,uniform,1,1.3840612647478487,1.4554229698389023,1.108829760094617,1.4554229698389023,1.1751856803449976
371,False,True,True,False,3,True,1.0,1.0,auto,1.0,0.5,10,uniform,2,1.5376053978435589,1.4450529931289016,1.1095601065494116,1.4450529931289016,1.1649081095735143
372,False,True,True,False,3,True,1.0,1.0,auto,1.0,0.5,10,distance,1,4.478766783102087,1.4653600362739831,1.1406755761516445,1.4653600362739831,1.2328241843107919
373,False,True,True,False,3,True,1.0,1.0,auto,1.0,0.5,10,distance,2,1.6742651920047418,1.515193428951846,1.1911303407914176,1.515193428951846,1.1931750418249654
374,False,True,True,False,3,True,1.0,1.0,auto,1.0,0.5,15,uniform,1,1.4308030099508202,1.5068538067012374,1.1517452630018172,1.5068538067012374,1.1335670444240171
375,False,True,True,False,3,True,1.0,1.0,auto,1.0,0.5,15,uniform,2,1.3444850881184691,1.4417544260090431,1.0954216224902829,1.4417544260090431,1.0726906899545927
376,False,True,True,False,3,True,1.0,1.0,auto,1.0,0.5,15,distance,1,1.877195695771786,1.4508901799245486,1.0397077703358006,1.4508901799245486,1.0681195189332082
377,False,True,True,False,3,True,1.0,1.0,auto,1.0,0.5,15,distance,2,1.3528496284403495,1.444502436371098,1.0841437630214474,1.444502436371098,1.1009705043453066
378,False,True,True,False,3,False,1.0,1.0,auto,1.0,0.5,5,uniform,1,1.2420017103928904,181.49113017336248,1.1370737642981594,181.49113017336248,1.2397909323739509
379,False,True,True,False,3,False,1.0,1.0,auto,1.0,0.5,5,uniform,2,1.211467231765377,181.68285214458874,1.0921350946852506,181.68285214458874,1.1767320468535851
380,False,True,True,False,3,False,1.0,1.0,auto,1.0,0.5,5,distance,1,1.1738981084982278,181.57781861570732,1.0720767836942502,181.57781861570732,1.2219832822497136
381,False,True,True,False,3,False,1.0,1.0,auto,1.0,0.5,5,distance,2,6.106728995051137e+22,181.2831066483376,1.1389155014334214,181.2831066483376,1.3123944487170636
382,False,True,True,False,3,False,1.0,1.0,auto,1.0,0.5,10,uniform,1,2.740371924673479e+19,182.51162871944683,1.1168149975279849,182.51162871944683,1.1364997118383826
383,False,True,True,False,3,False,1.0,1.0,auto,1.0,0.5,10,uniform,2,1.3800102564025123,181.78439421167732,1.1409739628042217,181.78439421167732,1.1199504684625712
384,False,True,True,False,3,False,1.0,1.0,auto,1.0,0.5,10,distance,1,5.802046619854819e+18,181.54858968342376,1.1316607539160013,181.54858968342376,1.2222943814513711
385,False,True,True,False,3,False,1.0,1.0,auto,1.0,0.5,10,distance,2,1.335376319241694,181.17789753629785,1.117584480673526,181.17789753629785,1.1532432028152608
386,False,True,True,False,3,False,1.0,1.0,auto,1.0,0.5,15,uniform,1,1.4187330196863717,181.2531813737816,1.1559434147124972,181.2531813737816,1.1402463864290202
387,False,True,True,False,3,False,1.0,1.0,auto,1.0,0.5,15,uniform,2,1.5300226797271732,181.92703841538224,1.17971566360431,181.92703841538224,1.1189778747534835
388,False,True,True,False,3,False,1.0,1.0,auto,1.0,0.5,15,distance,1,1.3097095208992555,182.37826524677703,1.0896511247448577,182.37826524677703,1.0476575740450973
389,False,True,True,False,3,False,1.0,1.0,auto,1.0,0.5,15,distance,2,1.324959420408883,181.50240494097008,1.0935602307202383,181.50240494097008,1.1197171021945995
390,False,True,True,False,4,True,1.0,1.0,auto,1.0,0.5,5,uniform,1,3.067464545302091e+23,1.3801049327399206,1.093150707062835,1.3801049327399206,1.1851362629141382
391,False,True,True,False,4,True,1.0,1.0,auto,1.0,0.5,5,uniform,2,7.035456647308433e+21,1.4948161254749022,1.1078014681377906,1.4948161254749022,1.2543768577118155
392,False,True,True,False,4,True,1.0,1.0,auto,1.0,0.5,5,distance,1,8.009372921054661e+21,1.4950786756832546,1.1479074312493651,1.4950786756832546,1.2795292599670578
393,False,True,True,False,4,True,1.0,1.0,auto,1.0,0.5,5,distance,2,1.0288911087471656e+22,1.4731578261109004,1.102649597157224,1.4731578261109004,1.17712047532765
394,False,True,True,False,4,True,1.0,1.0,auto,1.0,0.5,10,uniform,1,1.7465352433061415e+19,1.4016322888425907,1.042153770254074,1.4016322888425907,1.0798117021566274
395,False,True,True,False,4,True,1.0,1.0,auto,1.0,0.5,10,uniform,2,2.070694019138592e+21,1.4434687573394471,1.096218241909689,1.4434687573394471,1.1619924358605622
396,False,True,True,False,4,True,1.0,1.0,auto,1.0,0.5,10,distance,1,1.1671832522032597e+22,1.4387329154253552,1.1338014630543267,1.4387329154253552,1.257485411655508
397,False,True,True,False,4,True,1.0,1.0,auto,1.0,0.5,10,distance,2,1.189104904154393e+21,1.5160808231264644,1.125489974302634,1.5160808231264644,1.18373278931096
398,False,True,True,False,4,True,1.0,1.0,auto,1.0,0.5,15,uniform,1,3.622016949485985e+22,1.4364230862629648,1.0144621333599393,1.4364230862629648,1.0204837289022908
399,False,True,True,False,4,True,1.0,1.0,auto,1.0,0.5,15,uniform,2,183582866156126.3,1.4792734467348374,1.0779228579208646,1.4792734467348374,1.0950704582149828
400,False,True,True,False,4,True,1.0,1.0,auto,1.0,0.5,15,distance,1,4.4931014695349584e+20,1.4330389574541915,1.1058232281273517,1.4330389574541915,1.1585242251849883
401,False,True,True,False,4,True,1.0,1.0,auto,1.0,0.5,15,distance,2,4.39007620938799e+19,1.4548849560894574,1.1268997268253698,1.4548849560894574,1.2030186014603583
402,False,True,True,False,4,False,1.0,1.0,auto,1.0,0.5,5,uniform,1,5.986526752249309e+21,181.6115002778341,1.1483984060157901,181.6115002778341,1.2555651543238866
403,False,True,True,False,4,False,1.0,1.0,auto,1.0,0.5,5,uniform,2,2.138947343574432e+19,181.99710273457802,1.1268007191334668,181.99710273457802,1.159926749593689
404,False,True,True,False,4,False,1.0,1.0,auto,1.0,0.5,5,distance,1,8.842141897918615e+17,181.7059679946709,1.10528217812168,181.7059679946709,1.2548583139589693
405,False,True,True,False,4,False,1.0,1.0,auto,1.0,0.5,5,distance,2,5.003722167772381e+22,182.82174574180402,1.1716725005834503,182.82174574180402,1.3276154292179942
406,False,True,True,False,4,False,1.0,1.0,auto,1.0,0.5,10,uniform,1,2.2226573816350968e+21,182.39173920611282,1.1170944323011494,182.39173920611282,1.1570482609354409
407,False,True,True,False,4,False,1.0,1.0,auto,1.0,0.5,10,uniform,2,1.9335531257928453e+18,181.74818088071672,1.1830328751881904,181.74818088071672,1.178880616077531
408,False,True,True,False,4,False,1.0,1.0,auto,1.0,0.5,10,distance,1,1.2782902965927178e+19,181.58478391658005,1.1438255060838092,181.58478391658005,1.215969069813255
409,False,True,True,False,4,False,1.0,1.0,auto,1.0,0.5,10,distance,2,5.7504026209192726e+20,182.1054698801129,1.0841743995282216,182.1054698801129,1.1474355144525603
410,False,True,True,False,4,False,1.0,1.0,auto,1.0,0.5,15,uniform,1,5.742221072803872e+19,181.28876551238682,1.1336334865624065,181.28876551238682,1.0873451505907217
411,False,True,True,False,4,False,1.0,1.0,auto,1.0,0.5,15,uniform,2,9.030370946054196e+20,181.1606828326529,1.101286256539368,181.1606828326529,1.0933799921146896
412,False,True,True,False,4,False,1.0,1.0,auto,1.0,0.5,15,distance,1,2.5184475691335067e+21,182.2026896242004,1.0429428899735451,182.2026896242004,1.0993875420582109
413,False,True,True,False,4,False,1.0,1.0,auto,1.0,0.5,15,distance,2,1.071346205905636e+21,180.49596117809762,1.151162038856566,180.49596117809762,1.1458180908729028
414,False,True,True,False,5,True,1.0,1.0,auto,1.0,0.5,5,uniform,1,398647726139294.6,1.4533587747475134,1.0480224384050525,1.4533587747475134,1.1315641017448403
415,False,True,True,False,5,True,1.0,1.0,auto,1.0,0.5,5,uniform,2,133807568841043.69,1.4656386589565389,1.1386722339104172,1.4656386589565389,1.1623041865454389
416,False,True,True,False,5,True,1.0,1.0,auto,1.0,0.5,5,distance,1,1.5757919155550313e+18,1.4969344522306232,1.1434021525070348,1.4969344522306232,1.3162361942896583
417,False,True,True,False,5,True,1.0,1.0,auto,1.0,0.5,5,distance,2,1.0285848669236077e+20,1.4471534823592331,1.0904800421985736,1.4471534823592331,1.2384446077840114
418,False,True,True,False,5,True,1.0,1.0,auto,1.0,0.5,10,uniform,1,379458993045114.1,1.3797561500513724,1.0619471783924097,1.3797561500513724,1.1285657555256394
419,False,True,True,False,5,True,1.0,1.0,auto,1.0,0.5,10,uniform,2,2.167113482906862e+20,1.4673102308360284,1.115616258013366,1.4673102308360284,1.1378908659726128
420,False,True,True,False,5,True,1.0,1.0,auto,1.0,0.5,10,distance,1,39493164552921.56,1.4062514409887203,1.0496897530912754,1.4062514409887203,1.1113881810483344
421,False,True,True,False,5,True,1.0,1.0,auto,1.0,0.5,10,distance,2,2.861441099389958e+20,1.4977998240065342,1.1176215999266998,1.4977998240065342,1.1739803638301505
422,False,True,True,False,5,True,1.0,1.0,auto,1.0,0.5,15,uniform,1,696336808976258.0,1.4293228381593228,1.0783580814623102,1.4293228381593228,1.0599544049516534
423,False,True,True,False,5,True,1.0,1.0,auto,1.0,0.5,15,uniform,2,987469289532780.2,1.4354324975156083,1.0593421547485038,1.4354324975156083,1.1007165678640567
424,False,True,True,False,5,True,1.0,1.0,auto,1.0,0.5,15,distance,1,1372513437296619.5,1.5051410588335516,1.1326437823243745,1.5051410588335516,1.1747413807529008
425,False,True,True,False,5,True,1.0,1.0,auto,1.0,0.5,15,distance,2,14426401650189.967,1.4861286738555115,1.0891619588946049,1.4861286738555115,1.1490911501275305
426,False,True,True,False,5,False,1.0,1.0,auto,1.0,0.5,5,uniform,1,2039700513353014.5,181.65208708020057,1.0717208133991831,163.65537161692032,1.1002843047131228
427,False,True,True,False,5,False,1.0,1.0,auto,1.0,0.5,5,uniform,2,18650520117505.387,181.7018959361231,1.120056509694418,157.2869907903238,1.1121029671555844
428,False,True,True,False,5,False,1.0,1.0,auto,1.0,0.5,5,distance,1,11534294397299.838,181.962596830706,1.1978192542061392,156.89505216740002,1.3026808732327406
429,False,True,True,False,5,False,1.0,1.0,auto,1.0,0.5,5,distance,2,2899955898350727.0,181.9069191094964,1.1865783395991432,161.79809320026718,1.2888476747677156
430,False,True,True,False,5,False,1.0,1.0,auto,1.0,0.5,10,uniform,1,481034903245456.4,181.6642833624365,1.1477146680093366,160.75545395227562,1.099373322558608
431,False,True,True,False,5,False,1.0,1.0,auto,1.0,0.5,10,uniform,2,3.784935900524704e+16,182.36867110422446,1.2882220736989345,162.8563074819592,1.1792728212779728
432,False,True,True,False,5,False,1.0,1.0,auto,1.0,0.5,10,distance,1,1.9487871205195523e+17,182.0771295822904,1.2521882747912858,164.44860236954975,1.1338817404732435
433,False,True,True,False,5,False,1.0,1.0,auto,1.0,0.5,10,distance,2,4582928948381952.0,181.39616003020848,1.0799842418453869,161.9136448168879,1.0848145786536016
434,False,True,True,False,5,False,1.0,1.0,auto,1.0,0.5,15,uniform,1,343465898292454.44,181.94820773898343,1.099685995214407,162.46098530956655,1.0821405465605956
435,False,True,True,False,5,False,1.0,1.0,auto,1.0,0.5,15,uniform,2,1.231984965839928e+19,182.12925888005958,1.1371875845112986,160.37736195276267,1.1531687359246308
436,False,True,True,False,5,False,1.0,1.0,auto,1.0,0.5,15,distance,1,1.3683009879799635e+17,182.68542616731705,1.3308718553725896,160.43073946242347,1.1871198785218549
437,False,True,True,False,5,False,1.0,1.0,auto,1.0,0.5,15,distance,2,7511717943341150.0,181.07440601414126,1.1343856325816002,168.18410994320024,1.1169627013053665
438,False,True,True,False,6,True,1.0,1.0,auto,1.0,0.5,5,uniform,1,7.40553418744371e+19,1.4229836011539096,1.1552442688635127,1.4229836011539096,1.1899280911119292
439,False,True,True,False,6,True,1.0,1.0,auto,1.0,0.5,5,uniform,2,1.44262852120845e+20,1.4986673257427583,1.2359805625756526,1.4986673257427583,1.291540532440258
440,False,True,True,False,6,True,1.0,1.0,auto,1.0,0.5,5,distance,1,3.880546064624551e+21,1.4272563044573434,1.0849595930113582,1.4272563044573434,1.251890301973699
441,False,True,True,False,6,True,1.0,1.0,auto,1.0,0.5,5,distance,2,1.8626109144466428e+19,1.4824244757409484,1.135154285697293,1.4824244757409484,1.2590485852173656
442,False,True,True,False,6,True,1.0,1.0,auto,1.0,0.5,10,uniform,1,2.59445149164925e+19,1.4388602586710413,1.1052851197006128,1.4388602586710413,1.0987271164310588
443,False,True,True,False,6,True,1.0,1.0,auto,1.0,0.5,10,uniform,2,4.201843493974035e+20,1.4970191958356112,1.130807092965847,1.4970191958356112,1.163764986759987
444,False,True,True,False,6,True,1.0,1.0,auto,1.0,0.5,10,distance,1,6.733403896962929e+20,1.4713384497183226,1.0959303403066794,1.4713384497183226,1.1273563101664574
445,False,True,True,False,6,True,1.0,1.0,auto,1.0,0.5,10,distance,2,1.3435802115013004e+20,1.4712962472784674,1.1075055585295448,1.4712962472784674,1.1412210410402488
446,False,True,True,False,6,True,1.0,1.0,auto,1.0,0.5,15,uniform,1,9.894849573771474e+19,1.4453133320566898,1.1329073379079737,1.4453133320566898,1.1247321585360648
