index,keep_incomplete_data,normalize_data,standardize_data,full_one_hot,polynomial_degree,logistic_penalty,logistic_C,logistic_solver,logistic_multiclass,random_forest_n_estimators,random_forest_criterion,knn_n_neighbours,knn_algorithm,knn_p,Logistic_Acuracy,KNN_Acuracy,Random_forest_Acuracy,Logistic_Precision,KNN_Precision,Random_forest_Precision,Logistic_F1,KNN_F1,Random_forest_F1
965,False,True,True,False,3,l2,2.0,newton-cg,multinomial,50,entropy,3,auto,2,0.8019655319755021,0.8645634524996438,0.922176328158382,0.8101044038721403,0.8694346980126113,0.9253217519065746,0.8024906864856691,0.8645852327839597,0.9212637301320802
966,False,True,True,False,3,l2,2.0,newton-cg,multinomial,50,entropy,4,auto,1,0.7935764136162942,0.8443241703461044,0.9255519156815268,0.797949470921285,0.8532045524860884,0.9279507804401854,0.7937707917111854,0.8456192236909075,0.9255898212164594
967,False,True,True,False,3,l2,2.0,newton-cg,multinomial,50,entropy,4,auto,2,0.7834211650762001,0.8579262213359921,0.9357214072069504,0.790996283556798,0.8633309653134222,0.9423172363507888,0.7836737491283412,0.8582197841435644,0.9357842962671976
968,False,True,True,False,3,l2,2.0,newton-cg,multinomial,50,gini,1,auto,1,0.7886625836775388,0.8968523002421307,0.9289417461900014,0.7948487801348729,0.902283475571254,0.9315385890348086,0.7869641936989011,0.8969643165162683,0.9291322947427736
969,False,True,True,False,3,l2,2.0,newton-cg,multinomial,50,gini,1,auto,2,0.7970517020367469,0.8883065090442959,0.9289417461900016,0.8035049112348803,0.8916765431083957,0.9351279463913152,0.7968031741814745,0.8889665874033051,0.9292079547246188
970,False,True,True,False,3,l2,2.0,newton-cg,multinomial,50,gini,2,auto,1,0.7969520011394388,0.8917248255234298,0.9424725822532404,0.8104583959296239,0.9012854052277118,0.9432878880284068,0.7979234155843444,0.8938682920435095,0.9425418885658884
971,False,True,True,False,3,l2,2.0,newton-cg,multinomial,50,gini,2,auto,2,0.7901438541518303,0.8612733228884775,0.9424440962825807,0.801632369099932,0.8720863026959492,0.94535781096535,0.7912649387177804,0.8610498971906217,0.9427203629246864
972,False,True,True,False,3,l2,2.0,newton-cg,multinomial,50,gini,3,auto,1,0.8070502777382138,0.8865973508047287,0.9425010682238998,0.8118125892834183,0.8972749095164044,0.9468574362620306,0.8062993244632021,0.8876868749550638,0.9422391455521038
973,False,True,True,False,3,l2,2.0,newton-cg,multinomial,50,gini,3,auto,2,0.7918957413473864,0.8646489104116222,0.9458339267910556,0.7996721485246187,0.8740107737882313,0.9481137728546248,0.7908450357616102,0.8664538930989849,0.9456828558852474
974,False,True,True,False,3,l2,2.0,newton-cg,multinomial,50,gini,4,auto,1,0.7968950291981199,0.8391966956274036,0.9323600626691354,0.8023860584874496,0.8433688282483519,0.934358271704268,0.7951794658897822,0.8380960689544331,0.9322698543177804
975,False,True,True,False,3,l2,2.0,newton-cg,multinomial,50,gini,4,auto,2,0.805440820395955,0.8528129896026208,0.9289275032046718,0.8153832189506749,0.8568958704095074,0.931972358676562,0.8060621001895552,0.8520333588983326,0.9293965463369341
976,False,True,True,False,3,l2,2.0,newton-cg,multinomial,100,entropy,1,auto,1,0.7902293120638086,0.8901011251958411,0.9357356501922804,0.7959950396054316,0.895058584332997,0.9409299945025194,0.789672330843687,0.8909685282905763,0.9356993816196036
977,False,True,True,False,3,l2,2.0,newton-cg,multinomial,100,entropy,1,auto,2,0.8003845606039025,0.8595214356929212,0.9119498646916394,0.8078419846802231,0.8657931906734596,0.9159063629395352,0.7987733458333036,0.8596929526868632,0.912029451984628
978,False,True,True,False,3,l2,2.0,newton-cg,multinomial,100,entropy,2,auto,1,0.7969377581541092,0.8646773963822817,0.9356644352656316,0.8034241445421344,0.8713761792439311,0.9396988522774024,0.7955327105618885,0.8646739075105618,0.9357888997696521
979,False,True,True,False,3,l2,2.0,newton-cg,multinomial,100,entropy,2,auto,2,0.8037031761857285,0.8646061814556332,0.9306509044295684,0.8106456742089609,0.8762345010129513,0.9343623913059356,0.8041403787088337,0.8640726955752772,0.9309397726892424
980,False,True,True,False,3,l2,2.0,newton-cg,multinomial,100,entropy,3,auto,1,0.8055262783079333,0.879945876655747,0.9323458196838056,0.8140753519322936,0.8885712151095391,0.9347729441066462,0.8064582321279937,0.8821924363066145,0.9324996691117684
981,False,True,True,False,3,l2,2.0,newton-cg,multinomial,100,entropy,3,auto,2,0.8104543512320184,0.8713858424725822,0.9373735935051988,0.822649005232015,0.8754106950239194,0.9418591664199992,0.8103444523277407,0.8715465553701993,0.9379756461609446
982,False,True,True,False,3,l2,2.0,newton-cg,multinomial,100,entropy,4,auto,1,0.7884631818829226,0.8595356786782509,0.9289275032046718,0.7965301739234976,0.8690172397801946,0.9326553648230173,0.7898220755936615,0.8601508184128204,0.9290204385751444
983,False,True,True,False,3,l2,2.0,newton-cg,multinomial,100,entropy,4,auto,2,0.7935621706309643,0.8561458481697762,0.9408061529696624,0.8002539661986683,0.8615219426052031,0.9467249498525748,0.7933095650181977,0.8553790755733157,0.9410893296332824
984,False,True,True,False,3,l2,2.0,newton-cg,multinomial,100,gini,1,auto,1,0.8019940179461615,0.8916536105967812,0.9306224184589093,0.8090915929626614,0.8976899912124884,0.9323829512304972,0.8007845970986196,0.8922857243905454,0.9305508561646528
985,False,True,True,False,3,l2,2.0,newton-cg,multinomial,100,gini,1,auto,2,0.7800598205383849,0.8900441532545221,0.9425580401652188,0.7852607449067746,0.8943799255821515,0.9460363759254844,0.7792423868931934,0.8905795676002599,0.9431456407912666
986,False,True,True,False,3,l2,2.0,newton-cg,multinomial,100,gini,2,auto,1,0.7733086454920952,0.8628827802307365,0.9373735935051986,0.7807376473543947,0.8792005167028467,0.9413800861795588,0.7724257488965238,0.8652039215432991,0.9377513831126812
987,False,True,True,False,3,l2,2.0,newton-cg,multinomial,100,gini,2,auto,2,0.812177752456915,0.8341119498646916,0.9357071642216208,0.814019374492822,0.8482866064200593,0.93920862556541,0.8108220347907015,0.8368861757469173,0.9360449730040676
988,False,True,True,False,3,l2,2.0,newton-cg,multinomial,100,gini,3,auto,1,0.7799458766557471,0.8849024355504913,0.9424156103119214,0.7859653880066885,0.8885203731153313,0.9443546916813692,0.7809249615109088,0.8856230093777182,0.9424291983503064
989,False,True,True,False,3,l2,2.0,newton-cg,multinomial,100,gini,3,auto,2,0.7936048995869533,0.8747614299957271,0.9323315766984759,0.7979079852727985,0.8811105477106509,0.9345294196687386,0.7932238435101342,0.8758333251333791,0.9323404260355256
990,False,True,True,False,3,l2,2.0,newton-cg,multinomial,100,gini,4,auto,1,0.7801025494943741,0.8527845036319613,0.9221905711437116,0.7867088249824076,0.8599592025426057,0.9226432589057316,0.7783321497512096,0.8520483434288332,0.9220459388242864
991,False,True,True,False,3,l2,2.0,newton-cg,multinomial,100,gini,4,auto,2,0.7969662441247686,0.8595356786782509,0.9170346104543512,0.8022294648962491,0.866857722888725,0.9184953078963108,0.7967735447319868,0.8600755825773616,0.9173316287598836
992,False,True,True,False,3,l2,2.0,sag,multinomial,50,entropy,1,auto,1,0.7648340692209087,0.8900441532545221,0.9373593505198692,0.7703040243069769,0.8962388901617497,0.9385493759318592,0.7634470653416064,0.8893510987058093,0.9373319118914936
993,False,True,True,False,3,l2,2.0,sag,multinomial,50,entropy,1,auto,2,0.8020509898874805,0.8883634809856147,0.9424725822532404,0.8059401382711544,0.8900483888790003,0.9456463838117628,0.8018702905764055,0.8886353599200598,0.9428718310005408
994,False,True,True,False,3,l2,2.0,sag,multinomial,50,entropy,2,auto,1,0.7986469163936761,0.8663295826805297,0.944153254522148,0.8089594050645253,0.8825017269922313,0.9457568617334308,0.7993098068781729,0.8674713536103894,0.9442923076312454
995,False,True,True,False,3,l2,2.0,sag,multinomial,50,entropy,2,auto,2,0.8054550633812847,0.8698476000569719,0.9357356501922804,0.8139188223202398,0.8760091518977825,0.9402813105699376,0.8051725251808793,0.8673594674556542,0.9360041600413084
996,False,True,True,False,3,l2,2.0,sag,multinomial,50,entropy,3,auto,1,0.7834069220908704,0.8781227745335421,0.9339980059820538,0.7892985762754081,0.8800113760926201,0.9397269577055558,0.7825262623440923,0.8774128419959111,0.9342209015624844
997,False,True,True,False,3,l2,2.0,sag,multinomial,50,entropy,3,auto,2,0.7852300242130752,0.8612875658738071,0.9374448084318472,0.7935369217872301,0.8670005510646611,0.9388824085496652,0.7839007380361622,0.8600741719663691,0.9373628622883212
998,False,True,True,False,3,l2,2.0,sag,multinomial,50,entropy,4,auto,1,0.7969235151687794,0.8612305939324882,0.9458908987323744,0.8004836072011721,0.8661411539040279,0.9482429562235392,0.7970243225896977,0.8609738409147727,0.9457651003364106
999,False,True,True,False,3,l2,2.0,sag,multinomial,50,entropy,4,auto,2,0.7817689787779519,0.8443668993020937,0.9255804016521864,0.7864106768654878,0.8535993946609297,0.9282716248911052,0.7814112316563095,0.8436153908014086,0.9260132194869676
1000,False,True,True,False,3,l2,2.0,sag,multinomial,50,gini,1,auto,1,0.7902435550491382,0.8731377296681384,0.9221620851730524,0.7955959170624853,0.8767784203028516,0.9224210727936206,0.7901134411100034,0.8737022288973708,0.9217699086125252
1001,False,True,True,False,3,l2,2.0,sag,multinomial,50,gini,1,auto,2,0.8070360347528842,0.9052129326306794,0.9390257798034468,0.8120730563641894,0.9090857237005584,0.9416755431710566,0.8056511363845956,0.9054805028001176,0.9393908373630996
1002,False,True,True,False,3,l2,2.0,sag,multinomial,50,gini,2,auto,1,0.783478137017519,0.8646916393676115,0.9424725822532404,0.786811956006831,0.8701379324469816,0.9446964763267096,0.7830172872730571,0.8644208979836862,0.9427133711791652
1003,False,True,True,False,3,l2,2.0,sag,multinomial,50,gini,2,auto,2,0.7834211650762,0.8714000854579119,0.9187295257085886,0.7929936032545127,0.8822146051152675,0.9211452301551828,0.7814869050931325,0.8722204676214229,0.9189831217569764
1004,False,True,True,False,3,l2,2.0,sag,multinomial,50,gini,3,auto,1,0.8037743911123773,0.8663580686511893,0.9390827517447656,0.8194222418935377,0.8766983125776505,0.9446583950078972,0.8047932026694191,0.8676105872598237,0.9392090369227823
1005,False,True,True,False,3,l2,2.0,sag,multinomial,50,gini,3,auto,2,0.7767412049565589,0.8647058823529411,0.9239139723686084,0.7875859419663155,0.8724368644146878,0.9292628646322244,0.7769828037449934,0.8656717517901915,0.9244942111259112
1006,False,True,True,False,3,l2,2.0,sag,multinomial,50,gini,4,auto,1,0.7952713288705313,0.8409770687936191,0.9289702321606608,0.8014088010165551,0.8535352953045978,0.9316673400975772,0.7952389448617401,0.8433806209086313,0.9291329062758652
1007,False,True,True,False,3,l2,2.0,sag,multinomial,50,gini,4,auto,2,0.7985899444523572,0.8408916108816408,0.9306509044295684,0.8017495123807497,0.8516461738602329,0.9344324354802628,0.7961011031480362,0.8418571964259668,0.9302061261290088
1008,False,True,True,False,3,l2,2.0,sag,multinomial,100,entropy,1,auto,1,0.7953425437971801,0.8866970517020366,0.952642073778664,0.7993146424574566,0.8901426744035905,0.9573067260660884,0.7940757363422464,0.8862185808662882,0.9531147313817172
1009,False,True,True,False,3,l2,2.0,sag,multinomial,100,entropy,1,auto,2,0.7816835208659735,0.8849166785358211,0.9323173337131464,0.7908488571211616,0.8912372034170469,0.9334666373734328,0.7810233305282464,0.8862289965852195,0.9325970826917516
1010,False,True,True,False,3,l2,2.0,sag,multinomial,100,entropy,2,auto,1,0.8019655319755021,0.8882495371029767,0.9542942600769121,0.8065886704851547,0.8948243641768909,0.9576940132445496,0.8009874711962719,0.8857768162903199,0.9542972730990236
1011,False,True,True,False,3,l2,2.0,sag,multinomial,100,entropy,2,auto,2,0.7867682666286854,0.8798319327731093,0.9407491810283436,0.7977092983406986,0.8911894586956013,0.9418195061727266,0.7858125896378916,0.8789472962584769,0.9405751666166388
1012,False,True,True,False,3,l2,2.0,sag,multinomial,100,entropy,3,auto,1,0.7935479276456346,0.8730522717561602,0.9475430850306223,0.8001349149763197,0.8793370886546089,0.9485972429855384,0.7932946512832303,0.8740471754031475,0.9476068728167096
